StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage," "," _1"," _2"," _3"," _4"," _5"," _6"," _7"," _8"," _9"," _10"," _11"," _12"," _13"," _14"," _15"," _16"," _17"," _18"," _19"," _20"," "," "," "," "," "," _1"," _2"," _3"," "," _1"," _2"," "
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Living in Risley Hall, you may be familiar with certain Risley-specific words/phrases (""the RisLexicon""). List however many of them as you can think of off the top of your head. (If you can’t think of any, you can write ‘None’.)",The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Risleyite,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RisOC,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RisLord,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - InvisiRis,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RisLifer,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Monks,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Virgins,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - TVR,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - CLR,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Cowcliffes,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Tammany,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Eschervator,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Sub-basement,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - T-Sub,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - RMASD,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Kommittee,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - El Presidente for Life,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Grand Vizier/GV,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - Squatting,The following is a non-exhaustive list of some Risley-related terms. Which of them are you familiar with? Which do you use? - SuperSquatter,What year of university are you in?,How long have you lived in Risley Hall?,"If you will still be an undergraduate at Cornell during the next academic year, do you plan to live in Risley Hall again?","How many Risley programs (e.g. Lost Coffee, Kommittee, shop hours, RA programs) do you attend on an average week?",How many days do you eat in the Risley dining hall on an average week?,Rate your agreement with the following statements: - I feel a sense of belonging in Risley,Rate your agreement with the following statements: - I am a part of the Risley community,Rate your agreement with the following statements: - Being someone who lives in Risley is part of my identity,What is your name? (First name + Last name or initial),Think of the people at Cornell that you consider to be your closest friends and/or with whom you hang out the most. - How many of those people currently reside in Risley?,Think of the people at Cornell that you consider to be your closest friends and/or with whom you hang out the most. - How many of those people reside elsewhere?,List the names of the people in Risley who you are closest to and/or with whom you hang out the most. (First name + Last name or initial)
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID1_1""}","{""ImportId"":""QID1_2""}","{""ImportId"":""QID1_3""}","{""ImportId"":""QID1_4""}","{""ImportId"":""QID1_5""}","{""ImportId"":""QID1_6""}","{""ImportId"":""QID1_7""}","{""ImportId"":""QID1_8""}","{""ImportId"":""QID1_9""}","{""ImportId"":""QID1_10""}","{""ImportId"":""QID1_11""}","{""ImportId"":""QID1_12""}","{""ImportId"":""QID1_13""}","{""ImportId"":""QID1_14""}","{""ImportId"":""QID1_15""}","{""ImportId"":""QID1_16""}","{""ImportId"":""QID1_17""}","{""ImportId"":""QID1_18""}","{""ImportId"":""QID1_19""}","{""ImportId"":""QID1_20""}","{""ImportId"":""QID12""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID11_1""}","{""ImportId"":""QID11_2""}","{""ImportId"":""QID11_3""}","{""ImportId"":""QID15_TEXT""}","{""ImportId"":""QID16_1""}","{""ImportId"":""QID16_2""}","{""ImportId"":""QID17_TEXT""}"
2022-11-29 20:20:50,2022-11-29 20:24:03,IP Address,*******,100,192,True,2022-11-29 20:24:04,R_2xXzxIIji6Tp4i0,*******,*******,*******,*******,*******,*******,anonymous,EN,"pool
risleyite
squiddos?
risoc",I use this term,"I am familiar with this term, but do not use it",I am not familiar with this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I am not familiar with this term,I am not familiar with this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",Freshman,0-1 years,Not sure,0,4,4,4,2,Ella G,2,3,"Ivan R, Noam W", 4
2022-11-29 20:21:51,2022-11-29 20:26:04,IP Address,*******,100,253,True,2022-11-29 20:26:05,R_pT66sgMfxrW1VQd,*******,*******,*******,*******,*******,*******,anonymous,EN,"RiSlay ",I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,Sophomore,1-2 years,Not sure,2,3,2,4,4,Jacob B,5,2,"Nick C, Noam W, Marc S, Nina S, Lauren L", 1
2022-11-29 20:20:55,2022-11-29 20:28:20,IP Address,*******,100,445,True,2022-11-29 20:28:21,R_2wH3yVEupjQxDZZ,*******,*******,*******,*******,*******,*******,anonymous,EN,"Risleyite, Squido(s), Prue, RisLord, t-sub, Kommittee, TVR, CVR, Lost Coffee, Found Coffee, sub basement, the great hall, lost, Risley Theatre",I use this term,"I am familiar with this term, but do not use it",I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I am not familiar with this term,I use this term,"I am familiar with this term, but do not use it",Junior,0-1 years,Yes,2,5,6,5,3,Emily P,0,15,"Morgan R, Thomas M, Minna C, Melanie G, Rebekah C, Julianna R", 14
2022-11-29 20:24:49,2022-11-29 20:31:30,IP Address,*******,100,401,True,2022-11-29 20:31:31,R_2WAUdrfWuncdUfZ,*******,*******,*******,*******,*******,*******,anonymous,EN,Cupping,I use this term,I use this term,I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,"I am familiar with this term, but do not use it",Sophomore,1-2 years,Yes,6+,5,6,6,6,Minna C,3,3,"Vera K, Amy W, Rebekah C", 1
2022-11-29 20:21:21,2022-11-29 20:32:36,IP Address,*******,100,675,True,2022-11-29 20:32:37,R_1GCgZefLrSBAIwY,*******,*******,*******,*******,*******,*******,anonymous,EN,"Kommittee, T-sub(cult), Ris Purity Points, pool, RisOC, purple squid, referring to Risley as a castle","I am familiar with this term, but do not use it",I use this term,I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I am not familiar with this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I am not familiar with this term,I am not familiar with this term,Freshman,0-1 years,Yes,4,2,6,6,5,Forrest H,7,1,"Andi L, Rita K, Catherine T, Anna V, Gavin D, Tasos S, Jesse M, Ro Y", 7
2022-11-29 20:21:19,2022-11-29 20:34:19,IP Address,*******,100,779,True,2022-11-29 20:34:19,R_dhAxFndtzdDmcRr,*******,*******,*******,*******,*******,*******,anonymous,EN,"Eschervator, Risleyite, mrave, pool, rocky, invisiris (invisaris?), risdining, rispurity test, rispoints, kommittee, rmasd, rscoats, t-sub, wiizard, grand visieiruer (idk how you spell it) TVR, CLR, Cowcliffes, shops (no idea if that’s unique enough), Risley revue, rpc, lost coffee, found coffee",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,"I am familiar with this term, but do not use it",Freshman,0-1 years,Yes,2,2,6,5,4,Rita K,8,6,"Gavin D, Jesse M, Catherine T, Andi L, Bella B, Anna V, Aidan H, Daria K, Tasos S", 23
2022-11-29 20:42:13,2022-11-29 20:46:56,IP Address,*******,100,283,True,2022-11-29 20:46:56,R_1GxciPtTAhzzZBr,*******,*******,*******,*******,*******,*******,anonymous,EN,Yes,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it","I am familiar with this term, but do not use it",I use this term,"I am familiar with this term, but do not use it",Junior,2-3 years,No,0,2,3,1,0,Anonymous,0,20,"", -1
2022-11-29 21:20:55,2022-11-29 21:28:26,IP Address,*******,100,450,True,2022-11-29 21:28:26,R_qQ1JijxBJfSRACB,*******,*******,*******,*******,*******,*******,anonymous,EN,"RisPoint, boink, Boink, unkatunk, Risleyite, RisMitia, Chair. Kommittee, RMASD, T-Sub, Tammany, GV, Kharter",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I am not familiar with this term,Senior,3-4 years,N/A (Graduating/transferring),3,5,5,5,6,Thomas M,6,4,"Aidan H, Rebekah C, Jason S, Melanie G, Justin X, Willow M", 13
2022-11-29 20:49:36,2022-11-29 22:05:06,IP Address,*******,100,4529,True,2022-11-29 22:05:06,R_3nrvjsxP1UUhtjz,*******,*******,*******,*******,*******,*******,anonymous,EN,"Ris, Risleyite, The Castle, Prudence, Kommittee, Kommittee mime, Kharter, the baby machine, non-furniture furniture, dance studio, MT dance, lost coffee, found coffee, sex with your RAs, cardboard castle, letters of marque and reprisal, 1999, K-sub, RMASD, T-sub, squid, squidserve, masquerave, m&m, brecfst club, subbasement, pool, pg pool, jello pool, snool, poolserve, pool is served, pool closet, trunk room, rocky closet, cageboss, the cage, risley librarian, exit pursued by ___, wiizard, choin (obsolete now), dearly departed will, castle run, BBBBQ/bye bye barbecue, kommittee barber, rispoint, rispurity, life drawing, rpc, pandemic clause, rocky, shops, boink, Boink, unkatunk to, unkatunk through, airport, rissleaze, rismilitia, risoc, risperlative, special risoc, rislord, chair, kommottoman, minister of letters, propagandist, member at large, rebels, rebel alliance, VD ball, the archives, lego balcony, i guess i gotta, spv, cult (in reference to tsub), no shoes in the dance studio, rislifer, dingle, bible study, eat this, risbrunch, midnight breakfast, denton drama troupe, risley porn night, risgiving, ¡El Presidente for Life!, deployment of the mime, the gorge, louie’s run, risley revue, unauthorized posters, balch run, worst pool ever, four cardinal rules of pool, wear as much or as little as you want no pressure either way, as long as there’s enough for everyone and everybody wants some, unnecessary splashing, necessary splashing, group boinking, cuddle puddle, pillow fort, force of evil, cowcliffes, TVR, CLR, tammany, virgins, monks, second lost, third lost, eschervator, risdining, front hall, great hall, risquirer, supersquatter, squatting, goth night, Author, new bloods, members at large, messiah, wizards feast, archivist, out of house member, little pig boy, tea queen, rislluminati, eboard, SOT/sex on thursdays, garry, happy friday, AIR/artist in residence, experimental movie night, samantha RUN sasaki, samantha’s in the chorus???, purple squid butter, first sunrise, sleepless sleepover, trunk room, TD/technical director, the building is not on fire, prudence risley incarnate",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",Junior,2-3 years,Yes,4,3,6,6,6,Willow M,4,3,"Tiernan T, Marc S, Nick C, Thomas M", 144
2022-11-29 20:49:18,2022-11-29 22:51:39,IP Address,*******,100,7341,True,2022-11-29 22:51:40,R_3jdLF2dI0kDws05,*******,*******,*******,*******,*******,*******,anonymous,EN,"Eschavator
Rispurity test
Rispoint
RisDining
Risperlative
Kommittee
TSub
ASub or RMASD
Kharter 
MRave
VD Ball
CowCliffs
TVR
CLR
Grand Visier
Great Hall
Tammany
RisLibrary

Some of these might not be correct but I just listed everything related to Risley that I know",I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I use this term,I use this term,"I am familiar with this term, but do not use it",I use this term,I use this term,I am not familiar with this term,Senior,3-4 years,N/A (Graduating/transferring),4,3,5,6,5,Melanie G,3,4,"Thomas M, Aidan H, Rebekah C", 19
